id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
64240183,68709899,17600.0,17600.0,17600.0, 36 months,12.59,589.55,C,C2,Hospital Corpsman,5 years,RENT,40000.0,Verified,Nov-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64240183,debt_consolidation,Debt consolidation,920xx,CA,28.65,2.0,Sep-2008,0.0,15.0,0.0,15789.0,45.4,27.0,w,0.0,0.0,17806.5,17806.5,17600.0,206.5,0.0,0.0,0.0,Jan-2016,17241.57,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,35884.0,35100.0
12488462,14500594,35000.0,35000.0,35000.0, 36 months,15.61,1223.77,C,C5,Loan Officer,3 years,MORTGAGE,165000.0,Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12488462,debt_consolidation,Debt consolidation,922xx,CA,13.29,1.0,Jun-1987,0.0,11.0,0.0,62939.0,49.9,25.0,f,0.0,0.0,39594.06,39594.06,35000.0,4594.06,0.0,0.0,0.0,Feb-2015,27356.36,Aug-2015,0.0,INDIVIDUAL,0.0,0.0,361919.0,81000.0
29785366,32308630,9000.0,9000.0,9000.0, 36 months,7.12,278.39,A,A3,Driver,8 years,MORTGAGE,96000.0,Source Verified,Oct-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29785366,debt_consolidation,Debt consolidation,840xx,UT,20.18,0.0,Feb-2001,0.0,9.0,1.0,6340.0,37.7,21.0,f,0.0,0.0,9440.64,9440.64,9000.0,440.64,0.0,0.0,0.0,Jul-2015,7217.08,Jan-2016,0.0,INDIVIDUAL,0.0,267.0,200548.0,16800.0
1476949,1734576,18000.0,18000.0,18000.0, 36 months,7.9,563.23,A,A4,Remoba Inc,7 years,MORTGAGE,110000.0,Not Verified,Jan-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1476949,debt_consolidation,Personal Loan,950xx,CA,9.38,1.0,May-2001,0.0,9.0,0.0,18449.0,75.3,21.0,w,0.0,0.0,20276.06,20276.06,18000.0,2276.06,0.0,0.0,0.0,Jan-2016,563.01,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,578317.0,24500.0
13037122,15069311,21200.0,21200.0,21200.0, 36 months,10.99,693.97,B,B2,welder,10+ years,MORTGAGE,75000.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13037122,debt_consolidation,Debt consolidation,498xx,MI,23.82,0.0,Nov-1998,1.0,12.0,0.0,14958.0,29.0,41.0,w,0.0,0.0,23133.5,23133.5,21200.0,1933.5,0.0,0.0,0.0,Mar-2015,16193.8,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,215226.0,51500.0
1884575,2196726,16000.0,16000.0,16000.0, 36 months,17.77,576.6,D,D1,pitco foods,10+ years,OTHER,45000.0,Verified,Dec-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1884575,credit_card,Credit card refinancing,945xx,CA,21.3,0.0,Jun-2000,1.0,15.0,0.0,18564.0,71.4,30.0,w,0.0,0.0,20547.3,20547.3,16000.0,4547.3,0.0,0.0,0.0,May-2015,4402.5,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,25123.0,26000.0
5375256,6727448,15000.0,15000.0,15000.0, 36 months,16.29,529.51,C,C4,Costco Wholesale,7 years,RENT,50000.0,Not Verified,Jun-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5375256,credit_card,Credit card refinance,221xx,VA,16.06,0.0,Jul-1984,0.0,15.0,0.0,5783.0,67.2,21.0,w,0.0,0.0,17821.81,17821.81,15000.0,2821.81,0.0,0.0,0.0,Dec-2014,349.65,Feb-2015,0.0,INDIVIDUAL,0.0,0.0,34039.0,8600.0
21159698,23442539,35000.0,35000.0,35000.0, 36 months,8.39,1103.09,A,A5,Associate Provost ,10+ years,OWN,165000.0,Verified,Jul-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21159698,debt_consolidation,Debt consolidation,368xx,AL,9.35,0.0,Mar-1979,1.0,13.0,0.0,18746.0,36.2,65.0,w,0.0,0.0,37979.17,37979.17,35000.0,2979.17,0.0,0.0,0.0,Sep-2015,23639.0,Oct-2015,0.0,INDIVIDUAL,0.0,0.0,259236.0,51800.0
2477973,2970398,8800.0,8800.0,8800.0, 36 months,10.16,284.62,B,B1,Timken Corporation,2 years,MORTGAGE,57000.0,Verified,Dec-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2477973,credit_card,Refinance,446xx,OH,30.61,0.0,Mar-2001,1.0,15.0,0.0,8766.0,26.1,37.0,w,0.0,0.0,10246.01,10246.01,8799.99,1446.02,0.0,0.0,0.0,Dec-2015,284.31,Dec-2015,0.0,INDIVIDUAL,0.0,0.0,249677.0,33621.0
24003738,26376638,5000.0,5000.0,5000.0, 36 months,9.17,159.4,B,B1,speech-language pathologist,10+ years,MORTGAGE,75000.0,Not Verified,Aug-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24003738,credit_card,Credit card refinancing,802xx,CO,5.65,0.0,Jun-1998,3.0,19.0,0.0,20862.0,38.6,32.0,f,0.0,0.0,5268.82,5268.82,5000.0,268.82,0.0,0.0,0.0,Mar-2015,4312.42,Mar-2015,0.0,INDIVIDUAL,0.0,0.0,481279.0,54000.0
5786329,7218479,13000.0,13000.0,13000.0, 36 months,11.14,426.47,B,B2,Pacific National Bank,6 years,MORTGAGE,50000.0,Not Verified,Jun-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5786329,credit_card,Credit card refinancing,331xx,FL,10.63,0.0,May-2004,1.0,16.0,0.0,19581.0,34.6,26.0,f,0.0,0.0,15243.9099973,15243.91,13000.0,2243.91,0.0,0.0,0.0,Oct-2015,3729.22,Nov-2015,0.0,INDIVIDUAL,0.0,0.0,190613.0,56591.0
1560959,1828344,20000.0,20000.0,20000.0, 36 months,13.11,674.94,B,B4,Meadowbrookhealthcare,10+ years,MORTGAGE,80000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1560959,debt_consolidation,3 children,129xx,NY,30.03,0.0,Sep-1995,0.0,19.0,0.0,19632.0,69.4,52.0,f,0.0,0.0,24297.3372185,24297.34,20000.0,4297.34,0.0,0.0,0.0,Oct-2015,676.2,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,169691.0,28300.0
4285545,5477790,6625.0,6625.0,6625.0, 36 months,17.77,238.75,D,D1,Ricoh,4 years,RENT,23000.0,Verified,Apr-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4285545,credit_card,Credit card refinancing,432xx,OH,18.57,0.0,Jan-2002,0.0,22.0,0.0,7695.0,77.7,27.0,f,0.0,0.0,7746.73885491,7746.74,6625.0,1106.74,15.0,0.0,0.0,Feb-2015,218.91,Feb-2015,0.0,INDIVIDUAL,0.0,0.0,72315.0,9900.0
6716819,8319090,9000.0,9000.0,9000.0, 36 months,12.35,300.44,B,B4,Xerox Business Services,10+ years,MORTGAGE,115000.0,Not Verified,Aug-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6716819,credit_card,Refinance High Interest Credit Cards,605xx,IL,26.58,0.0,Nov-1996,3.0,19.0,0.0,34740.0,68.4,39.0,f,0.0,0.0,10278.1459732,10278.15,9000.0,1278.15,0.0,0.0,0.0,Jan-2015,5473.57,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,297742.0,50800.0
1480478,1739016,8975.0,8975.0,8975.0, 60 months,16.29,219.64,C,C4,Spectrum Health,2 years,RENT,26400.0,Verified,Aug-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1480478,car,car loan,495xx,MI,25.77,0.0,Sep-1988,3.0,13.0,0.0,6461.0,47.5,22.0,f,0.0,0.0,10021.15,10021.15,8975.0,1046.15,0.0,0.0,0.0,May-2013,8267.65,Jun-2013,0.0,INDIVIDUAL,0.0,0.0,32492.0,13600.0
2874785,3476959,12000.0,12000.0,11975.0, 36 months,12.12,399.26,B,B3,City of Santa Ana,10+ years,RENT,140000.0,Not Verified,Jan-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2874785,debt_consolidation,Debt Reduction,928xx,CA,3.13,1.0,Nov-1982,1.0,6.0,0.0,6187.0,59.5,22.0,f,0.0,0.0,14373.3530874,14343.41,12000.0,2373.35,0.0,0.0,0.0,Jan-2016,399.25,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,12500.0,10400.0
6581177,8133176,1200.0,1200.0,1200.0, 36 months,22.2,45.96,E,E4,Lowes,5 years,RENT,33000.0,Not Verified,Aug-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6581177,other,Closing cost loan,334xx,FL,7.13,0.0,Aug-1994,3.0,6.0,0.0,792.0,14.7,10.0,f,0.0,0.0,1483.35913534,1483.36,1200.0,283.36,0.0,0.0,0.0,Nov-2014,886.18,Nov-2014,0.0,INDIVIDUAL,0.0,0.0,17682.0,5400.0
43570344,46597106,18000.0,18000.0,18000.0, 36 months,13.33,609.36,C,C3,Medical Social Worker,< 1 year,RENT,62000.0,Source Verified,Mar-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43570344,debt_consolidation,Debt consolidation,802xx,CO,19.8,0.0,Oct-1998,3.0,17.0,0.0,10841.0,32.2,54.0,f,0.0,0.0,18179.81,18179.81,18000.0,179.81,0.0,0.0,0.0,Apr-2015,18206.47,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,227519.0,33700.0
5629448,7011884,10000.0,10000.0,10000.0, 36 months,8.6,316.14,A,A4,Master Sergeant,10+ years,RENT,74000.0,Source Verified,Oct-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5629448,debt_consolidation,LC,957xx,CA,29.3,0.0,Apr-1988,0.0,13.0,0.0,3868.0,13.6,38.0,w,0.0,0.0,10791.3497574,10791.35,10000.0,791.35,0.0,0.0,0.0,Nov-2014,6997.67,Dec-2014,0.0,INDIVIDUAL,0.0,0.0,272461.0,28400.0
6996237,8638380,24000.0,24000.0,23975.0, 36 months,6.62,736.89,A,A2,Georgia Pacific,10+ years,MORTGAGE,98000.0,Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6996237,credit_card,Credit Card refinance,323xx,FL,18.36,0.0,Aug-1991,0.0,13.0,0.0,20982.0,34.1,27.0,f,0.0,0.0,26149.4281365,26122.19,24000.0,2149.43,0.0,0.0,0.0,Jul-2015,10687.59,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,184796.0,61500.0
7046170,8708289,8000.0,8000.0,8000.0, 36 months,9.71,257.05,B,B1,CROSS CREEK GOLF CLUB,< 1 year,RENT,65000.0,Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7046170,debt_consolidation,Helping the Family,207xx,MD,23.54,0.0,Nov-1995,0.0,13.0,0.0,23286.0,73.7,42.0,f,0.0,0.0,9135.61,9135.61,8000.0,1135.61,0.0,0.0,0.0,Oct-2015,2910.36,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,41494.0,31600.0
4185488,5327712,10625.0,10625.0,10625.0, 36 months,19.05,389.74,D,D4,Havertys,3 years,RENT,31000.0,Verified,Apr-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4185488,other,Other,283xx,NC,32.13,0.0,Oct-2001,2.0,16.0,0.0,13986.0,55.9,25.0,f,0.0,0.0,13970.63,13970.63,10625.0,3345.63,0.0,0.0,0.0,Dec-2015,1888.69,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,33320.0,25000.0
11686551,13658704,15000.0,15000.0,15000.0, 36 months,12.99,505.34,B,B5,RN,10+ years,MORTGAGE,80000.0,Not Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11686551,home_improvement,Home improvement,922xx,CA,18.17,0.0,Apr-1970,0.0,15.0,1.0,14388.0,70.0,36.0,w,0.0,0.0,16192.7660145,16192.77,15000.0,1192.77,0.0,0.0,0.0,Nov-2014,12655.39,Dec-2014,0.0,INDIVIDUAL,0.0,0.0,213584.0,20510.0
1556404,1822916,30000.0,30000.0,30000.0, 60 months,17.27,749.94,C,C5,Harry Miller Co,4 years,RENT,95000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1556404,debt_consolidation,Chase/amex pay off,021xx,MA,8.83,0.0,Oct-2000,2.0,6.0,0.0,24708.0,61.8,22.0,f,0.0,0.0,36314.8313225,36314.83,30000.0,6314.83,0.0,0.0,0.0,Mar-2014,5.75,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,361945.0,40000.0
9239709,11071577,6000.0,6000.0,6000.0, 36 months,15.1,208.29,C,C2,Administrative Asst,5 years,MORTGAGE,51000.0,Verified,Dec-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9239709,debt_consolidation,Debt Consolidation,441xx,OH,30.68,2.0,Jun-1991,0.0,8.0,0.0,17814.0,87.3,19.0,w,0.0,0.0,6933.76,6933.76,6000.0,933.76,0.0,0.0,0.0,Feb-2015,4225.99,Jan-2016,0.0,INDIVIDUAL,0.0,250.0,170489.0,20400.0
6788907,8410729,16000.0,16000.0,16000.0, 36 months,15.88,561.57,C,C4,City of Brockton,10+ years,RENT,95000.0,Not Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6788907,other,debt consolidation,023xx,MA,3.08,0.0,Jun-1994,1.0,7.0,0.0,62690.0,31.2,13.0,f,0.0,0.0,17264.4950351,17264.5,16000.0,1264.5,0.0,0.0,0.0,May-2014,6334.56,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,63122.0,89500.0
3057435,3730087,4500.0,4500.0,4500.0, 36 months,17.27,161.05,C,C5,Kingsbrook Jewish Medical Center,2 years,RENT,45000.0,Not Verified,Jan-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3057435,debt_consolidation,Debt consolidation,103xx,NY,19.01,1.0,Mar-2001,0.0,7.0,0.0,4578.0,44.0,17.0,f,0.0,0.0,5796.85000169,5796.85,4500.0,1296.85,0.0,0.0,0.0,Dec-2015,321.15,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,58633.0,10400.0
3354035,4207331,20950.0,20950.0,20950.0, 36 months,14.33,719.39,C,C1,Strong Pipkin Bissell & Ledyard,8 years,OWN,47500.0,Verified,Feb-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3354035,debt_consolidation,I would like to consolidate my debt,775xx,TX,25.19,0.0,Sep-1997,0.0,10.0,0.0,14379.0,82.6,24.0,f,0.0,0.0,24391.2026849,24391.2,20950.0,3441.2,0.0,0.0,0.0,Jul-2014,12888.64,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,29279.0,17400.0
3107047,3779483,6000.0,6000.0,6000.0, 36 months,14.33,206.03,C,C1,"Tampico Beverages, Inc.",6 years,RENT,58000.0,Not Verified,Jan-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3107047,debt_consolidation,Clean Slate,606xx,IL,17.09,0.0,Apr-1999,0.0,7.0,0.0,5622.0,80.3,15.0,f,0.0,0.0,6585.35,6585.35,6000.0,585.35,0.0,0.0,0.0,Oct-2013,4937.54,Jan-2016,0.0,INDIVIDUAL,0.0,814.0,47398.0,7000.0
5639333,7021770,8000.0,8000.0,8000.0, 36 months,19.05,293.46,D,D4,St Johns County Sheriffs Office,10+ years,OWN,42000.0,Verified,Jun-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5639333,medical,Medical expenses,320xx,FL,10.31,1.0,Oct-1997,0.0,4.0,0.0,2930.0,65.1,14.0,f,0.0,0.0,10231.5311902,10231.53,8000.0,2231.53,0.0,0.0,0.0,Jun-2015,3485.47,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,6008.0,4500.0
3455643,4319325,16000.0,16000.0,16000.0, 36 months,12.12,532.35,B,B3,City of Albany,3 years,MORTGAGE,75000.0,Not Verified,Mar-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3455643,debt_consolidation,Invest in a Sure Thing,398xx,GA,9.94,0.0,May-1995,1.0,11.0,0.0,13119.0,51.6,28.0,w,0.0,0.0,18013.08,18013.08,16000.0,2013.08,0.0,0.0,0.0,Jun-2014,10560.18,Aug-2015,0.0,INDIVIDUAL,0.0,0.0,126178.0,25400.0
34963969,37637253,6000.0,6000.0,6000.0, 36 months,12.99,202.14,C,C2,Cna,2 years,RENT,29000.0,Source Verified,Nov-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34963969,credit_card,Credit card refinancing,605xx,IL,20.24,0.0,Sep-2005,1.0,12.0,0.0,5203.0,38.3,29.0,f,0.0,0.0,6319.96,6319.96,6000.0,319.96,0.0,0.0,0.0,Apr-2015,5522.22,May-2015,0.0,INDIVIDUAL,0.0,847.0,6598.0,13600.0
2384828,2856984,15000.0,15000.0,15000.0, 36 months,14.09,513.33,B,B5,Quest Diagnostics,6 years,MORTGAGE,60000.0,Not Verified,Dec-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2384828,credit_card,Credit card refinancing,891xx,NV,17.26,0.0,Aug-2007,0.0,11.0,0.0,8771.0,53.2,17.0,w,0.0,0.0,17315.83,17315.83,15000.0,2315.83,0.0,0.0,0.0,Apr-2014,9615.88,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,29969.0,16500.0
1577187,1845659,3175.0,3175.0,3175.0, 36 months,11.14,104.16,B,B2,IBM,10+ years,MORTGAGE,40000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1577187,debt_consolidation,FuelOilTank,054xx,VT,22.77,0.0,Apr-1994,1.0,10.0,0.0,25056.0,55.9,30.0,f,0.0,0.0,3724.28613706,3724.29,3175.0,549.29,0.0,0.0,0.0,Mar-2015,808.13,Mar-2015,0.0,INDIVIDUAL,0.0,0.0,156619.0,44861.0
7047631,8709732,12375.0,12375.0,12375.0, 36 months,16.78,439.85,C,C5,Glass Coatings and Concepts,10+ years,MORTGAGE,82000.0,Not Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7047631,debt_consolidation,Debt Consolidation,450xx,OH,24.44,0.0,Jun-1998,3.0,14.0,0.0,8508.0,62.6,34.0,f,0.0,0.0,13201.41,13201.41,12375.0,826.41,0.0,0.0,0.0,Feb-2014,11446.39,Jul-2015,0.0,INDIVIDUAL,0.0,0.0,268736.0,13600.0
35969058,38670633,10000.0,10000.0,10000.0, 36 months,14.99,346.61,C,C5,County Executive Director,10+ years,MORTGAGE,83775.0,Verified,Dec-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=35969058,home_improvement,Home improvement,461xx,IN,20.36,1.0,Nov-1991,5.0,16.0,2.0,6948.0,32.0,45.0,w,0.0,0.0,11013.27,11013.27,10000.0,1013.27,0.0,0.0,0.0,Sep-2015,8248.72,Jan-2016,0.0,INDIVIDUAL,1.0,0.0,74638.0,21700.0
2826316,3408779,10000.0,10000.0,10000.0, 36 months,13.11,337.47,B,B4,WADE TOURS AND TRAVEL,10+ years,RENT,50000.0,Verified,Jan-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2826316,debt_consolidation,Debt consolidation,123xx,NY,28.56,0.0,Feb-1998,0.0,8.0,1.0,7455.0,60.6,17.0,w,0.0,0.0,12148.9,12148.9,10000.0,2148.9,0.0,0.0,0.0,Jan-2016,337.45,Jan-2016,0.0,INDIVIDUAL,0.0,51.0,38877.0,12300.0
20408646,22681393,18000.0,18000.0,18000.0, 60 months,14.49,423.42,C,C4,Claims Adjuster,10+ years,MORTGAGE,53000.0,Verified,Jul-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20408646,credit_card,Credit card refinancing,211xx,MD,6.09,0.0,Dec-1986,3.0,12.0,0.0,10271.0,36.0,31.0,w,0.0,0.0,18432.2117047,18432.21,18000.0,432.21,0.0,0.0,0.0,Sep-2014,18008.79,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,10271.0,28500.0
7647389,9329416,8325.0,8325.0,8300.0, 36 months,8.6,263.19,A,A4,Surgical Technologist,5 years,MORTGAGE,37523.0,Source Verified,Oct-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7647389,debt_consolidation,Consolidation,379xx,TN,34.03,0.0,Mar-1987,0.0,12.0,0.0,6383.0,34.9,26.0,f,0.0,0.0,8711.57697459,8685.42,8325.0,386.58,0.0,0.0,0.0,May-2014,7132.72,Jun-2014,0.0,INDIVIDUAL,0.0,1286.0,67213.0,18300.0
5335146,6687338,15000.0,15000.0,15000.0, 36 months,11.99,498.15,B,B3,Contract Administrator,6 years,RENT,53000.0,Not Verified,Oct-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5335146,debt_consolidation,Personal,442xx,OH,21.6,0.0,May-2005,0.0,7.0,0.0,10105.0,80.8,31.0,w,0.0,0.0,15731.16,15731.16,15000.0,731.16,0.0,0.0,0.0,Apr-2014,2630.41,May-2014,0.0,INDIVIDUAL,0.0,0.0,26304.0,12500.0
4125127,5247361,25000.0,25000.0,25000.0, 36 months,13.11,843.68,B,B4,UnitedHealth Grouping ,5 years,MORTGAGE,112000.0,Verified,Apr-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4125127,credit_card,credit card refinance,554xx,MN,23.54,0.0,Aug-1994,3.0,29.0,0.0,28486.0,65.5,63.0,w,0.0,0.0,30044.29,30044.29,25000.0,5044.29,0.0,0.0,0.0,Jul-2015,8108.61,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,215256.0,43500.0
54354184,57934922,15000.0,15000.0,15000.0, 60 months,12.69,338.93,C,C2,Social worker,10+ years,RENT,81000.0,Not Verified,Jul-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54354184,debt_consolidation,Debt consolidation,937xx,CA,15.69,0.0,Oct-1998,1.0,23.0,0.0,18290.0,38.2,39.0,w,0.0,0.0,15006.09,15006.09,15000.0,6.09,0.0,0.0,0.0,Aug-2015,15027.24,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,139565.0,47900.0
6309134,7840568,19500.0,19500.0,19500.0, 36 months,11.55,643.5,B,B3,"BrightMove, Inc.",3 years,MORTGAGE,60000.0,Verified,Aug-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6309134,debt_consolidation,Debt consolidation,381xx,TN,23.13,0.0,Oct-1992,1.0,13.0,0.0,28893.0,66.3,27.0,w,0.0,0.0,22953.0,22953.0,19500.0,3453.0,0.0,0.0,0.0,Dec-2015,5578.5,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,242358.0,41700.0
3237774,3980351,28000.0,28000.0,28000.0, 60 months,11.14,610.75,B,B2,City of Ferndale,10+ years,MORTGAGE,85000.0,Verified,Feb-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3237774,debt_consolidation,Bill Consolidation,480xx,MI,31.65,0.0,Oct-1983,1.0,21.0,0.0,19195.0,19.9,39.0,f,0.0,0.0,30447.27,30447.27,28000.0,2447.27,0.0,0.0,0.0,Dec-2013,24957.34,Dec-2013,0.0,INDIVIDUAL,0.0,0.0,267647.0,96599.0
39806034,42649783,15000.0,15000.0,15000.0, 36 months,7.49,466.53,A,A4,Electrician,5 years,MORTGAGE,80000.0,Source Verified,Jan-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39806034,debt_consolidation,Debt consolidation,604xx,IL,6.87,0.0,Jul-2005,1.0,7.0,0.0,5450.0,29.5,10.0,w,0.0,0.0,15569.68,15569.68,15000.0,569.68,0.0,0.0,0.0,Aug-2015,13249.51,Dec-2015,0.0,INDIVIDUAL,0.0,0.0,157042.0,18500.0
11668094,13640272,6000.0,6000.0,6000.0, 36 months,6.62,184.23,A,A2,Analyst,3 years,RENT,47448.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11668094,debt_consolidation,Debt consolidation,336xx,FL,14.82,0.0,Sep-2005,0.0,9.0,0.0,2924.0,24.4,19.0,w,0.0,0.0,6510.64,6510.64,6000.0,510.64,0.0,0.0,0.0,Dec-2015,3010.27,Dec-2015,0.0,INDIVIDUAL,0.0,0.0,33736.0,12000.0
55028284,58608997,23150.0,23150.0,23150.0, 36 months,16.55,820.19,D,D2,Programmer,5 years,MORTGAGE,55135.0,Source Verified,Jul-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55028284,debt_consolidation,Debt consolidation,727xx,AR,20.35,0.0,Dec-1995,0.0,13.0,0.0,6344.0,43.2,39.0,w,0.0,0.0,24327.17,24327.17,23149.99,1177.18,0.0,0.0,0.0,Nov-2015,581.54,Nov-2015,0.0,INDIVIDUAL,0.0,0.0,193940.0,14700.0
1608127,1879686,16000.0,16000.0,16000.0, 60 months,19.72,421.42,D,D5,7-Eleven Inc,3 years,RENT,81000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1608127,other,Bill Pay,928xx,CA,23.04,0.0,Dec-1999,1.0,10.0,0.0,3201.0,84.2,23.0,f,0.0,0.0,18266.03,18266.03,16000.0,2266.03,0.0,0.0,0.0,Jul-2013,14900.52,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,95586.0,4300.0
48644954,51893695,35000.0,35000.0,35000.0, 36 months,16.99,1247.68,D,D3,Business Manager,4 years,RENT,94000.0,Source Verified,May-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48644954,debt_consolidation,Debt consolidation,245xx,VA,25.32,0.0,Sep-2005,0.0,19.0,0.0,20150.0,62.0,41.0,w,0.0,0.0,36529.56,36529.56,35000.0,1529.56,0.0,0.0,0.0,Aug-2015,34067.24,Aug-2015,0.0,INDIVIDUAL,0.0,0.0,161098.0,32500.0
1562567,1829758,19600.0,19600.0,19600.0, 60 months,11.14,427.53,B,B2,Joint Force Headquarters,1 year,RENT,50000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1562567,debt_consolidation,Consolidation,958xx,CA,19.92,0.0,Dec-2002,0.0,8.0,0.0,5402.0,23.2,14.0,f,0.0,0.0,21400.13,21400.13,19600.0,1800.13,0.0,0.0,0.0,Oct-2013,10205.49,Oct-2013,0.0,INDIVIDUAL,0.0,0.0,51456.0,23300.0
5194848,6517017,17625.0,17625.0,17625.0, 36 months,13.11,594.8,B,B4,A AND H ELECTRIC ,7 years,RENT,39724.0,Source Verified,May-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5194848,debt_consolidation,Debt consolidation,672xx,KS,16.43,0.0,Apr-2004,0.0,7.0,0.0,19214.0,79.4,13.0,f,0.0,0.0,20375.9102655,20375.91,17625.0,2750.91,0.0,0.0,0.0,Nov-2014,10270.61,Nov-2015,0.0,INDIVIDUAL,0.0,0.0,19214.0,24200.0
